total_hardening_effort,one_implementation,two_implementations,four_implementations
14.9,0.010000013387744196,0.001094610372666253,0.0005790673057008771
14.95,0.010000012734816207,0.0010944964132061784,0.000577545268788383
15.0,0.010000012113731891,0.0010943852737043277,0.0005760452030582823
15.05,0.010000011522938217,0.0010942768842289602,0.0005745667573316355
15.1,0.010000010960957888,0.0010941711765899145,0.0005731095868180689
15.15,0.010000010426385665,0.0010940680842948804,0.000571673352982986
15.2,0.010000009917884835,0.0010939675425067836,0.0005702577234178696
15.25,0.010000009434183884,0.001093869488002259,0.0005688623717135975
15.3,0.010000008974073308,0.0010937738591311789,0.0005674869773366926
15.35,0.010000008536402587,0.0010936805957772135,0.000566131225508436
15.4,0.010000008120077319,0.0010935896393193913,0.0005647948070867704
15.45,0.010000007724056476,0.001093500932594641,0.0005634774184509236
15.5,0.010000007347349796,0.001093414419861278,0.0005621787613886806
15.55,0.01000000698901532,0.001093330046763425,0.0005608985429862452
15.6,0.01000000664815702,0.0010932477602963277,0.0005596364755206166
15.65,0.010000006323922575,0.0010931675087725555,0.000558392276354427
15.7,0.010000006015501231,0.0010930892417890547,0.0005571656678331738
15.75,0.010000005722121775,0.001093012910195036,0.0005559563771847866
15.8,0.010000005443050602,0.0010929384660606771,0.0005547641364214743
15.85,0.010000005177589893,0.0010928658626466125,0.0005535886822437916
15.9,0.010000004925075854,0.0010927950543741973,0.0005524297559468734
15.95,0.01000000468487707,0.0010927259967965217,0.0005512871033287815
16.0,0.01000000445639292,0.0010926586465701555,0.0005501604746009113
16.05,0.010000004239052071,0.0010925929614276073,0.0005490496243004089
16.1,0.010000004032311063,0.0010925289001504762,0.0005479543112045486
16.15,0.010000003835652933,0.0010924664225432832,0.0005468742982470216
16.2,0.01000000364858593,0.0010924054894079572,0.0005458093524360913
16.25,0.010000003470642295,0.0010923460625189684,0.0005447592447745667
16.3,0.010000003301377073,0.0010922881045990849,0.0005437237501815524
16.35,0.010000003140367014,0.0010922315792957372,0.0005427026474159288
16.4,0.010000002987209508,0.001092176451157982,0.000541695719001524
16.45,0.01000000284152158,0.001092122685614041,0.0005407027511539316
16.5,0.010000002702938937,0.0010920702489494042,0.0005397235337089397
